"NumTag","L1","L2","L3","L4","L5","L6","L7","L8","ValueType","Editable","Searchable","Value","IsPartOf","HasPart","AttachTo","ArticulateWith","Expert"
"0001, 0393",,,,,"RightFootRay4DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay4Phalanx2, RightFootRay4Phalanx3",,,"ULB"
"0001, 0394",,,,,"LeftFootRay5ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay5Phalanx1, LeftFootRay5Phalanx2",,,"ULB"
"0001, 0395",,,,,"RightFootRay5ProximalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay5Phalanx1, RightFootRay5Phalanx2",,,"ULB"
"0001, 0396",,,,,"LeftFootRay5DistalInterphalangeal",,,,"bool","y","y","FALSE",,"LeftFootRay5Phalanx2, LeftFootRay5Phalanx3",,,"ULB"
"0001, 0397",,,,,"RightFootRay5DistalInterphalangeal",,,,"bool","y","y","FALSE",,"RightFootRay5Phalanx2, RightFootRay5Phalanx3",,,"ULB"
"0001, 0398",,,,"Organs",,,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0399",,,,,"Bones",,,,"bool","y","y","FALSE",,,,,"ULB"
"0001, 0400",,,,,,"Skull",,,"bool","y","y","FALSE","Head, LeftTemporoMandibular, RightTemporoMandibular, LeftAtlantoOccipital, RightAtlantoOccipital",,,,"ULB"
"0001, 0401",,,,,,"Jaw",,,"bool","y","y","FALSE","Head, LeftTemporoMandibular, RightTemporoMandibular",,,,"ULB"
"0001, 0402",,,,,,"CervicalVertebrae1",,,"bool","y","y","FALSE","Neck, Back, LeftAtlantoOccipital, RightAtlantoOccipital, LeftLateralAtlantoAxial, RightLateralAtlantoAxial, MedianAtlantoAxial, Intercorporeal1",,,,"ULB"
"0001, 0403",,,,,,"CervicalVertebrae2",,,"bool","y","y","FALSE","Neck, Back, LeftLateralAtlantoAxial, RightLateralAtlantoAxial, MedianAtlantoAxial, LeftZygapophyseal2, RightZygapophyseal2, Intercorporeal1, Intercorporeal2",,,,"ULB"
"0001, 0404",,,,,,"CervicalVertebrae3",,,"bool","y","y","FALSE","Neck, Back, LeftZygapophyseal2, RightZygapophyseal2, LeftZygapophyseal3, RightZygapophyseal3, Intercorporeal2, Intercorporeal3",,,,"ULB"
"0001, 0405",,,,,,"CervicalVertebrae4",,,"bool","y","y","FALSE","Neck, Back, LeftZygapophyseal3, RightZygapophyseal3, LeftZygapophyseal4, RightZygapophyseal4, Intercorporeal3, Intercorporeal4",,,,"ULB"
"0001, 0406",,,,,,"CervicalVertebrae5",,,"bool","y","y","FALSE","Neck, Back, LeftZygapophyseal4, RightZygapophyseal4, LeftZygapophyseal5, RightZygapophyseal5, Intercorporeal4, Intercorporeal5",,,,"ULB"
"0001, 0407",,,,,,"CervicalVertebrae6",,,"bool","y","y","FALSE","Neck, Back, LeftZygapophyseal5, RightZygapophyseal5, LeftZygapophyseal6, RightZygapophyseal6, Intercorporeal5, Intercorporeal6",,,,"ULB"
"0001, 0408",,,,,,"CervicalVertebrae7",,,"bool","y","y","FALSE","Neck, Back, LeftZygapophyseal6, RightZygapophyseal6, LeftZygapophyseal7, RightZygapophyseal7, Intercorporeal6, Intercorporeal7",,,,"ULB"
"0001, 0409",,,,,,"ThoracicVertebrae1",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal7, RightZygapophyseal7, LeftZygapophyseal8, RightZygapophyseal8, Intercorporeal7, Intercorporeal8, LeftCostoCorporeal1, LeftCostoTransverse1, RightCostoCorporeal1, RightCostoTransverse1, LeftCostoCorporeal2, RightCostoCorporeal2",,,,"ULB"
"0001, 0410",,,,,,"ThoracicVertebrae2",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal8, RightZygapophyseal8, LeftZygapophyseal9, RightZygapophyseal9, Intercorporeal8, Intercorporeal9, LeftCostoCorporeal2, LeftCostoTransverse2, RightCostoCorporeal2, RightCostoTransverse2, LeftCostoCorporeal3, RightCostoCorporeal3",,,,"ULB"
"0001, 0411",,,,,,"ThoracicVertebrae3",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal9, RightZygapophyseal9, LeftZygapophyseal10, RightZygapophyseal10, Intercorporeal9, Intercorporeal10, LeftCostoCorporeal3, LeftCostoTransverse3, RightCostoCorporeal3, RightCostoTransverse3, LeftCostoCorporeal4, RightCostoCorporeal4",,,,"ULB"
"0001, 0412",,,,,,"ThoracicVertebrae4",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal10, RightZygapophyseal10, LeftZygapophyseal11, RightZygapophyseal11, Intercorporeal10, Intercorporeal11, LeftCostoCorporeal4, LeftCostoTransverse4, RightCostoCorporeal4, RightCostoTransverse4, LeftCostoCorporeal5, RightCostoCorporeal5",,,,"ULB"
"0001, 0413",,,,,,"ThoracicVertebrae5",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal11, RightZygapophyseal11, LeftZygapophyseal12, RightZygapophyseal12, Intercorporeal11, Intercorporeal12, LeftCostoCorporeal5, LeftCostoTransverse5, RightCostoCorporeal5, RightCostoTransverse5, LeftCostoCorporeal6, RightCostoCorporeal6",,,,"ULB"
"0001, 0414",,,,,,"ThoracicVertebrae6",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal12, RightZygapophyseal12, LeftZygapophyseal13, RightZygapophyseal13, Intercorporeal12, Intercorporeal13, LeftCostoCorporeal6, LeftCostoTransverse6, RightCostoCorporeal6, RightCostoTransverse6, LeftCostoCorporeal7, RightCostoCorporeal7",,,,"ULB"
"0001, 0415",,,,,,"ThoracicVertebrae7",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal13, RightZygapophyseal13, LeftZygapophyseal14, RightZygapophyseal14, Intercorporeal13, Intercorporeal14, LeftCostoCorporeal7, LeftCostoTransverse7, RightCostoCorporeal7, RightCostoTransverse7, LeftCostoCorporeal8, RightCostoCorporeal8",,,,"ULB"
"0001, 0416",,,,,,"ThoracicVertebrae8",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal14, RightZygapophyseal14, LeftZygapophyseal15, RightZygapophyseal15, Intercorporeal14, Intercorporeal15, LeftCostoCorporeal8, LeftCostoTransverse8, RightCostoCorporeal8, RightCostoTransverse8, LeftCostoCorporeal9, RightCostoCorporeal9",,,,"ULB"
"0001, 0417",,,,,,"ThoracicVertebrae9",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal15, RightZygapophyseal15, LeftZygapophyseal16, RightZygapophyseal16, Intercorporeal15, Intercorporeal16, LeftCostoCorporeal9, LeftCostoTransverse9, RightCostoCorporeal9, RightCostoTransverse9, LeftCostoCorporeal10, RightCostoCorporeal10",,,,"ULB"
"0001, 0418",,,,,,"ThoracicVertebrae10",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal16, RightZygapophyseal16, LeftZygapophyseal17, RightZygapophyseal17, Intercorporeal16, Intercorporeal17, LeftCostoCorporeal10, LeftCostoTransverse10, RightCostoCorporeal10, RightCostoTransverse10",,,,"ULB"
"0001, 0419",,,,,,"ThoracicVertebrae11",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal17, RightZygapophyseal17, LeftZygapophyseal18, RightZygapophyseal18, Intercorporeal17, Intercorporeal18, LeftCostoCorporeal11, RightCostoCorporeal11",,,,"ULB"
"0001, 0420",,,,,,"ThoracicVertebrae12",,,"bool","y","y","FALSE","Thorax, Back, LeftZygapophyseal18, RightZygapophyseal18, LeftZygapophyseal19, RightZygapophyseal19, Intercorporeal18, Intercorporeal19, LeftCostoCorporeal12, RightCostoCorporeal12",,,,"ULB"
"0001, 0421",,,,,,"LumbarVertebrae1",,,"bool","y","y","FALSE","Back, LeftZygapophyseal19, RightZygapophyseal19, LeftZygapophyseal20, RightZygapophyseal20, Intercorporeal19, Intercorporeal20",,,,"ULB"
"0001, 0422",,,,,,"LumbarVertebrae2",,,"bool","y","y","FALSE","Back, LeftZygapophyseal20, RightZygapophyseal20, LeftZygapophyseal21, RightZygapophyseal21, Intercorporeal20, Intercorporeal21",,,,"ULB"
"0001, 0423",,,,,,"LumbarVertebrae3",,,"bool","y","y","FALSE","Back, LeftZygapophyseal21, RightZygapophyseal21, LeftZygapophyseal22, RightZygapophyseal22, Intercorporeal21, Intercorporeal22",,,,"ULB"
"0001, 0424",,,,,,"LumbarVertebrae4",,,"bool","y","y","FALSE","Back, LeftZygapophyseal22, RightZygapophyseal22, LeftZygapophyseal23, RightZygapophyseal23, Intercorporeal22, Intercorporeal23",,,,"ULB"
"0001, 0425",,,,,,"LumbarVertebrae5",,,"bool","y","y","FALSE","Back, LeftLumbosacral, RightLumbosacral, LeftZygapophyseal23, RightZygapophyseal23, Intercorporeal23, Intercorporeal24",,,,"ULB"
"0001, 0426",,,,,,"Sacrum",,,"bool","y","y","FALSE","Back, Pelvis, LeftLumbosacral, RightLumbosacral, Intercorporeal24, CoccoSacral, LeftSacroIliac, RightSacroIliac",,,,"ULB"
"0001, 0427",,,,,,"Coccyx",,,"bool","y","y","FALSE","Pelvis, CoccoSacral",,,,"ULB"
"0001, 0428",,,,,,"Manubrium",,,"bool","y","y","FALSE","Thorax, ManubrioSternal, LeftChondroSternal1, RightChondroSternal1, LeftChondroSternal2, RightChondroSternal2, LeftSternoCostoClavicular, RightSternoCostoClavicular",,,,"ULB"
"0001, 0429",,,,,,"SternalBody",,,"bool","y","y","FALSE","Thorax, ManubrioSternal, XiphiSternal, LeftChondroSternal2, RightChondroSternal2, LeftChondroSternal3, RightChondroSternal3, LeftChondroSternal4, RightChondroSternal4, LeftChondroSternal5, RightChondroSternal5, LeftChondroSternal6, RightChondroSternal6, LeftChondroSternal7, RightChondroSternal7",,,,"ULB"
"0001, 0430",,,,,,"XiphoidProcess",,,"bool","y","y","FALSE","Thorax, XiphiSternal",,,,"ULB"
"0001, 0431",,,,,,"LeftRib1",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal1, LeftCostoTransverse1, LeftCostoChondral1",,,,"ULB"
"0001, 0432",,,,,,"LeftRib2",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal2, LeftCostoTransverse2, LeftCostoChondral2",,,,"ULB"
"0001, 0433",,,,,,"LeftRib3",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal3, LeftCostoTransverse3, LeftCostoChondral3",,,,"ULB"
"0001, 0434",,,,,,"LeftRib4",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal4, LeftCostoTransverse4, LeftCostoChondral4",,,,"ULB"
"0001, 0435",,,,,,"LeftRib5",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal5, LeftCostoTransverse5, LeftCostoChondral5",,,,"ULB"
"0001, 0436",,,,,,"LeftRib6",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal6, LeftCostoTransverse6, LeftCostoChondral6",,,,"ULB"
"0001, 0437",,,,,,"LeftRib7",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal7, LeftCostoTransverse7, LeftCostoChondral7",,,,"ULB"
"0001, 0438",,,,,,"LeftRib8",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal8, LeftCostoTransverse8, LeftCostoChondral8",,,,"ULB"
"0001, 0439",,,,,,"LeftRib9",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal9, LeftCostoTransverse9, LeftCostoChondral9",,,,"ULB"
"0001, 0440",,,,,,"LeftRib10",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal10, LeftCostoTransverse10, LeftCostoChondral10",,,,"ULB"
"0001, 0441",,,,,,"LeftRib11",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal11, LeftCostoChondral11",,,,"ULB"
"0001, 0442",,,,,,"LeftRib12",,,"bool","y","y","FALSE","Thorax, LeftCostoCorporeal12, LeftCostoChondral12",,,,"ULB"
"0001, 0443",,,,,,"LeftCostalCartilage1",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral1, LeftChondroSternal1, LeftSternoCostoClavicular",,,,"ULB"
"0001, 0444",,,,,,"LeftCostalCartilage2",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral2, LeftChondroSternal2",,,,"ULB"
"0001, 0445",,,,,,"LeftCostalCartilage3",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral3, LeftChondroSternal3",,,,"ULB"
"0001, 0446",,,,,,"LeftCostalCartilage4",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral4, LeftChondroSternal4",,,,"ULB"
"0001, 0447",,,,,,"LeftCostalCartilage5",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral5, LeftChondroSternal5",,,,"ULB"
"0001, 0448",,,,,,"LeftCostalCartilage6",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral6, LeftChondroSternal6",,,,"ULB"
"0001, 0449",,,,,,"LeftCostalCartilage7",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral7, LeftChondroSternal7, LeftChondroChondral1",,,,"ULB"
"0001, 0450",,,,,,"LeftCostalCartilage8",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral8, LeftChondroChondral1",,,,"ULB"
"0001, 0451",,,,,,"LeftCostalCartilage9",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral9, LeftChondroChondral2",,,,"ULB"
"0001, 0452",,,,,,"LeftCostalCartilage10",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral10, LeftChondroChondral3",,,,"ULB"
"0001, 0453",,,,,,"LeftCostalCartilage11",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral11",,,,"ULB"
"0001, 0454",,,,,,"LeftCostalCartilage12",,,"bool","y","y","FALSE","Thorax, LeftCostoChondral12",,,,"ULB"
"0001, 0455",,,,,,"RightRib1",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal1, RightCostoTransverse1, RightCostoChondral1",,,,"ULB"
"0001, 0456",,,,,,"RightRib2",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal2, RightCostoTransverse2, RightCostoChondral2",,,,"ULB"
"0001, 0457",,,,,,"RightRib3",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal3, RightCostoTransverse3, RightCostoChondral3",,,,"ULB"
"0001, 0458",,,,,,"RightRib4",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal4, RightCostoTransverse4, RightCostoChondral4",,,,"ULB"
"0001, 0459",,,,,,"RightRib5",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal5, RightCostoTransverse5, RightCostoChondral5",,,,"ULB"
"0001, 0460",,,,,,"RightRib6",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal6, RightCostoTransverse6, RightCostoChondral6",,,,"ULB"
"0001, 0461",,,,,,"RightRib7",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal7, RightCostoTransverse7, RightCostoChondral7",,,,"ULB"
"0001, 0462",,,,,,"RightRib8",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal8, RightCostoTransverse8, RightCostoChondral8",,,,"ULB"
"0001, 0463",,,,,,"RightRib9",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal9, RightCostoTransverse9, RightCostoChondral9",,,,"ULB"
"0001, 0464",,,,,,"RightRib10",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal10, RightCostoTransverse10, RightCostoChondral10",,,,"ULB"
"0001, 0465",,,,,,"RightRib11",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal11, RightCostoChondral11",,,,"ULB"
"0001, 0466",,,,,,"RightRib12",,,"bool","y","y","FALSE","Thorax, RightCostoCorporeal12, RightCostoChondral12",,,,"ULB"
"0001, 0467",,,,,,"RightCostalCartilage1",,,"bool","y","y","FALSE","Thorax, RightCostoChondral1, RightChondroSternal1, RightSternoCostoClavicular",,,,"ULB"
"0001, 0468",,,,,,"RightCostalCartilage2",,,"bool","y","y","FALSE","Thorax, RightCostoChondral2, RightChondroSternal2",,,,"ULB"
"0001, 0469",,,,,,"RightCostalCartilage3",,,"bool","y","y","FALSE","Thorax, RightCostoChondral3, RightChondroSternal3",,,,"ULB"
"0001, 0470",,,,,,"RightCostalCartilage4",,,"bool","y","y","FALSE","Thorax, RightCostoChondral4, RightChondroSternal4",,,,"ULB"
"0001, 0471",,,,,,"RightCostalCartilage5",,,"bool","y","y","FALSE","Thorax, RightCostoChondral5, RightChondroSternal5",,,,"ULB"
"0001, 0472",,,,,,"RightCostalCartilage6",,,"bool","y","y","FALSE","Thorax, RightCostoChondral6, RightChondroSternal6",,,,"ULB"
"0001, 0473",,,,,,"RightCostalCartilage7",,,"bool","y","y","FALSE","Thorax, RightCostoChondral7, RightChondroSternal7, RightChondroChondral1",,,,"ULB"
"0001, 0474",,,,,,"RightCostalCartilage8",,,"bool","y","y","FALSE","Thorax, RightCostoChondral8, RightChondroChondral1",,,,"ULB"
"0001, 0475",,,,,,"RightCostalCartilage9",,,"bool","y","y","FALSE","Thorax, RightCostoChondral9, RightChondroChondral2",,,,"ULB"
"0001, 0476",,,,,,"RightCostalCartilage10",,,"bool","y","y","FALSE","Thorax, RightCostoChondral10, RightChondroChondral3",,,,"ULB"
"0001, 0477",,,,,,"RightCostalCartilage11",,,"bool","y","y","FALSE","Thorax, RightCostoChondral11",,,,"ULB"
"0001, 0478",,,,,,"RightCostalCartilage12",,,"bool","y","y","FALSE","Thorax, RightCostoChondral12",,,,"ULB"
"0001, 0479",,,,,,"LeftClavicle",,,"bool","y","y","FALSE","LeftUpperLimb, LeftShoulder, LeftSternoCostoClavicular, LeftAcromioClavicular",,,,"ULB"
"0001, 0480",,,,,,"RightClavicle",,,"bool","y","y","FALSE","RightUpperLimb, RightShoulder, RightSternoCostoClavicular, RightAcromioClavicular",,,,"ULB"
"0001, 0481",,,,,,"LeftScapula",,,"bool","y","y","FALSE","LeftUpperLimb, LeftShoulder, LeftAcromioClavicular, LeftSerratoScapular, LeftScapuloHumeral",,,,"ULB"
"0001, 0482",,,,,,"RightScapula",,,"bool","y","y","FALSE","RightUpperLimb, RightShoulder, RightAcromioClavicular, RightSerratoScapular, RightScapuloHumeral",,,,"ULB"
"0001, 0483",,,,,,"LeftHumerus",,,"bool","y","y","FALSE","LeftUpperLimb, LeftUpperArm, LeftScapuloHumeral, LeftHumeroUlnar, LeftHumeroRadial, LeftCondyloTrochlear",,,,"ULB"
"0001, 0484",,,,,,"RightHumerus",,,"bool","y","y","FALSE","RightUpperLimb, RightUpperArm, RightScapuloHumeral, RightHumeroUlnar, RightHumeroRadial, RightCondyloTrochlear",,,,"ULB"
"0001, 0485",,,,,,"LeftUlna",,,"bool","y","y","FALSE","LeftUpperLimb, LeftForeArm, LeftHumeroUlnar, LeftSuperiorRadioUlnar, LeftMiddleRadioUlnar, LeftInferiorRadioUlnar, LeftSyndesmoUlnar",,,,"ULB"
"0001, 0486",,,,,,"RightUlna",,,"bool","y","y","FALSE","RightUpperLimb, RightForeArm, RightHumeroUlnar, RightSuperiorRadioUlnar, RightMiddleRadioUlnar, RightInferiorRadioUlnar, RightSyndesmoUlnar",,,,"ULB"
"0001, 0487",,,,,,"LeftRadius",,,"bool","y","y","FALSE","LeftUpperLimb, LeftForeArm, LeftHumeroRadial, LeftCondyloTrochlear, LeftSuperiorRadioUlnar, LeftMiddleRadioUlnar, LeftInferiorRadioUlnar, LeftRadioScaphoid, LeftRadioLunate",,,,"ULB"
"0001, 0488",,,,,,"RightRadius",,,"bool","y","y","FALSE","RightUpperLimb, RightForeArm, RightHumeroRadial, RightCondyloTrochlear, RightSuperiorRadioUlnar, RightMiddleRadioUlnar, RightInferiorRadioUlnar, RightRadioScaphoid, RightRadioLunate",,,,"ULB"
"0001, 0489",,,,,,"LeftHandScaphoid",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftRadioScaphoid,  LeftScaphoLunate, LeftScaphoTrapezoTrapezoid, LeftScaphoCapitate",,,,"ULB"
"0001, 0490",,,,,,"RightHandScaphoid",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightRadioScaphoid, RightScaphoLunate, RightScaphoTrapezoTrapezoid, RightScaphoCapitate",,,,"ULB"
"0001, 0491",,,,,,"LeftLunate",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftSyndesmoCarpal, LeftRadioLunate, LeftScaphoLunate, LeftLunoTriquetral, LeftLunoCapitate",,,,"ULB"
"0001, 0492",,,,,,"RightLunate",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightSyndesmoCarpal, RightRadioLunate, RightScaphoLunate, RightLunoTriquetral, RightLunoCapitate",,,,"ULB"
"0001, 0493",,,,,,"LeftTriquetrum",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftSyndesmoCarpal, LeftLunoTriquetral, LeftTriquetroHamate",,,,"ULB"
"0001, 0494",,,,,,"RightTriquetrum",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightSyndesmoCarpal, RightLunoTriquetral, RightTriquetroHamate",,,,"ULB"
"0001, 0495",,,,,,"LeftPisiformis",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftPisoTriquetral",,,,"ULB"
"0001, 0496",,,,,,"RightPisiformis",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightPisoTriquetral",,,,"ULB"
"0001, 0497",,,,,,"LeftTrapezium",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftScaphoTrapezoTrapezoid, LeftTrapezoTrapezoid, LeftCarpoMetacarpal1",,,,"ULB"
"0001, 0498",,,,,,"RightTrapezium",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightScaphoTrapezoTrapezoid, RightTrapezoTrapezoid, RightCarpoMetacarpal1",,,,"ULB"
"0001, 0499",,,,,,"LeftTrapezoid",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftScaphoTrapezoTrapezoid, LeftTrapezoTrapezoid, LeftTrapezoCapitate, LeftCarpoMetacarpal2",,,,"ULB"
"0001, 0500",,,,,,"RightTrapezoid",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightScaphoTrapezoTrapezoid, RightTrapezoTrapezoid, RightTrapezoCapitate, RightCarpoMetacarpal2",,,,"ULB"
"0001, 0501",,,,,,"LeftCapitate",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftScaphoCapitate, LeftTrapezoCapitate, LeftCapitatoHamate, LeftCarpoMetacarpal3",,,,"ULB"
"0001, 0502",,,,,,"RightCapitate",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightScaphoCapitate, RightTrapezoCapitate, RightCapitatoHamate, RightCarpoMetacarpal3",,,,"ULB"
"0001, 0503",,,,,,"LeftHamate",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftTriquetroHamate, LeftCapitatoHamate, LeftCarpoMetacarpal4, LeftCarpoMetacarpal5",,,,"ULB"
"0001, 0504",,,,,,"RightHamate",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightTriquetroHamate, RightCapitatoHamate, RightCarpoMetacarpal4, RightCarpoMetacarpal5",,,,"ULB"
"0001, 0505",,,,,,"LeftMetacarpal1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftCarpoMetacarpal1, LeftMetacarpoPhalangeal1",,,,"ULB"
"0001, 0506",,,,,,"LeftMetacarpal2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftCarpoMetacarpal2, LeftMetacarpoPhalangeal2",,,,"ULB"
"0001, 0507",,,,,,"LeftMetacarpal3",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftCarpoMetacarpal3, LeftMetacarpoPhalangeal3",,,,"ULB"
"0001, 0508",,,,,,"LeftMetacarpal4",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftCarpoMetacarpal4, LeftMetacarpoPhalangeal4",,,,"ULB"
"0001, 0509",,,,,,"LeftMetacarpal5",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftCarpoMetacarpal5, LeftMetacarpoPhalangeal5",,,,"ULB"
"0001, 0510",,,,,,"RightMetacarpal1",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightCarpoMetacarpal1, RightMetacarpoPhalangeal1",,,,"ULB"
"0001, 0511",,,,,,"RightMetacarpal2",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightCarpoMetacarpal2, RightMetacarpoPhalangeal2",,,,"ULB"
"0001, 0512",,,,,,"RightMetacarpal3",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightCarpoMetacarpal3, RightMetacarpoPhalangeal3",,,,"ULB"
"0001, 0513",,,,,,"RightMetacarpal4",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightCarpoMetacarpal4, RightMetacarpoPhalangeal4",,,,"ULB"
"0001, 0514",,,,,,"RightMetacarpal5",,,"bool","y","y","FALSE","RightUpperLimb, RightHand, RightCarpoMetacarpal5, RightMetacarpoPhalangeal5",,,,"ULB"
"0001, 0515",,,,,,"LeftHandRay1Phalanx1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftMetacarpoPhalangeal1, LeftHandRay1Interphalangeal",,,,"ULB"
"0001, 0516",,,,,,"LeftHandRay1Phalanx2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay1Interphalangeal",,,,"ULB"
"0001, 0517",,,,,,"LeftHandRay2Phalanx1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftMetacarpoPhalangeal2, LeftHandRay2ProximalInterphalangeal",,,,"ULB"
"0001, 0518",,,,,,"LeftHandRay2Phalanx2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay2ProximalInterphalangeal, LeftHandRay2DistalInterphalangeal",,,,"ULB"
"0001, 0519",,,,,,"LeftHandRay2Phalanx3",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay2DistalInterphalangeal",,,,"ULB"
"0001, 0520",,,,,,"LeftHandRay3Phalanx1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftMetacarpoPhalangeal3, LeftHandRay3ProximalInterphalangeal",,,,"ULB"
"0001, 0521",,,,,,"LeftHandRay3Phalanx2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay3ProximalInterphalangeal, LeftHandRay3DistalInterphalangeal",,,,"ULB"
"0001, 0522",,,,,,"LeftHandRay3Phalanx3",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay3DistalInterphalangeal",,,,"ULB"
"0001, 0523",,,,,,"LeftHandRay4Phalanx1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftMetacarpoPhalangeal4, LeftHandRay4ProximalInterphalangeal",,,,"ULB"
"0001, 0524",,,,,,"LeftHandRay4Phalanx2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay4ProximalInterphalangeal, LeftHandRay4DistalInterphalangeal",,,,"ULB"
"0001, 0525",,,,,,"LeftHandRay4Phalanx3",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay4DistalInterphalangeal",,,,"ULB"
"0001, 0526",,,,,,"LeftHandRay5Phalanx1",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftMetacarpoPhalangeal5, LeftHandRay5ProximalInterphalangeal",,,,"ULB"
"0001, 0527",,,,,,"LeftHandRay5Phalanx2",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay5ProximalInterphalangeal, LeftHandRay5DistalInterphalangeal",,,,"ULB"
"0001, 0528",,,,,,"LeftHandRay5Phalanx3",,,"bool","y","y","FALSE","LeftUpperLimb, LeftHand, LeftHandRay5DistalInterphalangeal",,,,"ULB"
